server_id,platform_server_id,inner_server_ip,server_path,server_db_name,server_db_ip,platform,db_port,gm_port,out_server_ip,status,01
s312,91wan_s14,10.6.7.157,data/xy/shengbei_s312_9312,shengbei_lianyun_s312,10.6.4.220,91wan,3306,32314,42.62.56.227,running,18
s317,0356wan_s7,10.6.7.173,data/xy/shengbei_s317_9317,shengbei_lianyun_s317,10.6.3.121,0356wan,3306,33414,42.62.62.86,running,23
s322,zhigame_s7,10.6.7.157,data/xy/shengbei_s322_9322,shengbei_lianyun_s322,10.6.4.220,zhigame,3306,35614,42.62.56.227,running,19
s325,1377_s30,10.6.7.157,data/xy/shengbei_s325_9325,shengbei_lianyun_s325,10.6.3.121,1377,3306,32214,42.62.56.227,running,20
s326,91wan_s15,10.6.7.157,data/xy/shengbei_s326_9326,shengbei_lianyun_s326,10.6.4.220,91wan,3306,32314,42.62.56.227,running,21
s328,pptv_s6,10.6.7.173,data/xy/shengbei_s328_9328,shengbei_lianyun_s328,10.6.3.121,pptv,3306,19814,42.62.62.86,running,24
s329,ebogame_s1,10.6.7.108,data/xy/shengbei_s329_9329,shengbei_lianyun_s329,10.6.3.121,ebogame,3306,19814,42.62.56.206,running,35
s330,0356wan_s8,10.6.7.173,data/xy/shengbei_s330_9330,shengbei_lianyun_s330,10.6.3.121,0356wan,3306,33414,42.62.62.86,running,25
s331,5664wan_s39,10.6.7.173,data/xy/shengbei_s331_9331,shengbei_lianyun_s331,10.6.3.121,5664wan,3306,32814,42.62.62.86,running,26
s333,zhigame_s8,10.6.7.157,data/xy/shengbei_s333_9333,shengbei_lianyun_s333,10.6.4.220,zhigame,3306,35614,42.62.56.227,running,22
s334,1377_s31,10.6.7.157,data/xy/shengbei_s334_9334,shengbei_lianyun_s334,10.6.3.121,1377,3306,32214,42.62.56.227,running,23
s335,91wan_s16,10.6.7.157,data/xy/shengbei_s335_9335,shengbei_lianyun_s335,10.6.4.220,91wan,3306,32314,42.62.56.227,running,24
s338,zhigame_s9,10.6.7.157,data/xy/shengbei_s338_9338,shengbei_lianyun_s338,10.6.4.220,zhigame,3306,35614,42.62.56.227,running,25
