server_id,platform_server_id,inner_server_ip,server_path,server_db_name,server_db_ip,platform,db_port,gm_port,out_server_ip,status,01
s363,9166wan_s13,10.6.8.102,data/xy/shengbei_s363_9363,shengbei_lianyun_s363,10.6.5.191,9166wan,3306,33514,42.62.62.19,running,23
s364,360_s48,10.6.8.102,data/xy/shengbei_s364_9364,shengbei_lianyun_s364,10.6.5.191,360,3306,32414,42.62.62.19,running,24
s365,zhigame_s12,10.6.7.173,data/xy/shengbei_s365_9365,shengbei_lianyun_s365,10.6.5.191,zhigame,3306,35614,42.62.62.86,running,27
s366,91wan_s17,10.6.7.173,data/xy/shengbei_s366_9366,shengbei_lianyun_s366,10.6.5.191,91wan,3306,32314,42.62.62.86,running,28
s369,360_s49,10.6.7.173,data/xy/shengbei_s369_9369,shengbei_lianyun_s369,10.6.5.191,360,3306,32414,42.62.62.86,running,29
s370,zhigame_s13,10.6.7.173,data/xy/shengbei_s370_9370,shengbei_lianyun_s370,10.6.5.191,zhigame,3306,35614,42.62.62.86,running,30
s371,ailiuwa_s10,10.6.7.173,data/xy/shengbei_s371_9371,shengbei_lianyun_s371,10.6.5.191,ailiuwa,3306,32414,42.62.62.86,running,31
s372,ailiuwa_s11,10.6.7.173,data/xy/shengbei_s372_9372,shengbei_lianyun_s372,10.6.5.191,ailiuwa,3306,32414,42.62.62.86,running,32
s373,ailiuwa_s12,10.6.7.173,data/xy/shengbei_s373_9373,shengbei_lianyun_s373,10.6.5.191,ailiuwa,3306,32414,42.62.62.86,running,33
s374,ailiuwa_s13,10.6.7.173,data/xy/shengbei_s374_9374,shengbei_lianyun_s374,10.6.5.191,ailiuwa,3306,32414,42.62.62.86,running,34
s375,ailiuwa_s14,10.6.7.173,data/xy/shengbei_s375_9375,shengbei_lianyun_s375,10.6.5.191,ailiuwa,3306,32414,42.62.62.86,running,35
s376,zhigame_s14,10.6.7.173,data/xy/shengbei_s376_9376,shengbei_lianyun_s376,10.6.5.191,zhigame,3306,35614,42.62.62.86,running,36
s379,91wan_s18,10.6.8.102,data/xy/shengbei_s379_9379,shengbei_lianyun_s379,10.6.5.191,91wan,3306,32314,42.62.62.19,running,25
s380,91wan_s19,10.6.8.102,data/xy/shengbei_s380_9380,shengbei_lianyun_s380,10.6.5.191,91wan,3306,32314,42.62.62.19,running,26
s381,360_s50,10.6.8.102,data/xy/shengbei_s381_9381,shengbei_lianyun_s381,10.6.5.191,360,3306,32414,42.62.62.19,running,27
s382,1717in_s20,10.6.8.102,data/xy/shengbei_s382_9382,shengbei_lianyun_s382,10.6.5.191,1717in,3306,36214,42.62.62.19,running,28
s384,360_s51,10.6.8.102,data/xy/shengbei_s384_9384,shengbei_lianyun_s384,10.6.5.191,360,3306,32414,42.62.62.19,running,29
s385,360_s52,10.6.8.102,data/xy/shengbei_s385_9385,shengbei_lianyun_s385,10.6.5.191,360,3306,32414,42.62.62.19,running,30
s386,91wan_s20,10.6.8.102,data/xy/shengbei_s386_9386,shengbei_lianyun_s386,10.6.5.191,91wan,3306,32314,42.62.62.19,running,31
